ts_code,trade_date,p
801010,20190402,0.27571301943248394
801010,20190403,0.11304267072577467
801010,20190404,0.6901458699752601
801010,20190408,0.6148716455333414
801010,20190409,0.837793786260277
801020,20190402,0.6502509848502703
801020,20190403,0.4049935433452928
801020,20190404,0.1804645480666529
801020,20190408,0.5566627024234266
801020,20190409,0.25480776469290156
801030,20190402,0.46124222230950696
801030,20190403,0.8760886401407799
801030,20190404,0.8866415557645174
801030,20190408,0.19364844139606086
801030,20190409,0.1612970182235206
801040,20190402,0.8403246066468671
801040,20190403,0.8656034155906831
801040,20190404,0.7337986889814554
801040,20190408,0.9732763611444255
801040,20190409,0.7727503427582586
801050,20190402,0.102656321581855
801050,20190403,0.14928653538545988
801050,20190404,0.6182933967613891
801050,20190408,0.3500810044294326
801050,20190409,0.5562663277579878
801080,20190402,0.8457094257387651
801080,20190403,0.1453060475466671
801080,20190404,0.872739971058843
801080,20190408,0.05534476957961265
801080,20190409,0.3050810105692767
801110,20190402,0.9420491672167215
801110,20190403,0.0598008221927373
801110,20190404,0.21192776357728227
801110,20190408,0.7375010239591572
801110,20190409,0.1795284140438138
801120,20190402,0.4694632846019189
801120,20190403,0.22935798616431735
801120,20190404,0.8059044551319886
801120,20190408,0.1706513572381151
801120,20190409,0.8989012966534783
801130,20190402,0.0076036296800182646
801130,20190403,0.04582659251404053
801130,20190404,0.403980609592696
801130,20190408,0.8226169622112484
801130,20190409,0.3410166296618422
801140,20190402,0.27410649467659953
801140,20190403,0.8441917655813886
801140,20190404,0.934004564498706
801140,20190408,0.07424822279412258
801140,20190409,0.3967395326317208
801150,20190402,0.3308280968231613
801150,20190403,0.7347037867378107
801150,20190404,0.6047334382913572
801150,20190408,0.004478564496227744
801150,20190409,0.79076405456774
801160,20190402,0.523005816616357
801160,20190403,0.482923625358318
801160,20190404,0.21565213461241683
801160,20190408,0.22090553841567495
801160,20190409,0.7466982724305536
801170,20190402,0.9817388845264938
801170,20190403,0.42279320984832847
801170,20190404,0.7769136484135057
801170,20190408,0.276482420085601
801170,20190409,0.47649860516063913
801180,20190402,0.9733752025430571
801180,20190403,0.2687665501977631
801180,20190404,0.44419767729073023
801180,20190408,0.38137492086920666
801180,20190409,0.2124044911199876
801200,20190402,0.4210095270934998
801200,20190403,0.1635258597945657
801200,20190404,0.014153141290512039
801200,20190408,0.9244957107662441
801200,20190409,0.7743159871810765
801210,20190402,0.18650839007490694
801210,20190403,0.6645122440160911
801210,20190404,0.40842870273008114
801210,20190408,0.9704253604666259
801210,20190409,0.8083751965704451
801230,20190402,0.8662182280353662
801230,20190403,0.6473200905004753
801230,20190404,0.8340801180362772
801230,20190408,0.08347021871452998
801230,20190409,0.18889519342588978
801250,20190402,0.4723266478448884
801250,20190403,0.4771392411572567
801250,20190404,0.2057653617178299
801250,20190408,0.6285832051850452
801250,20190409,0.8548462986882405
801260,20190402,0.48703512489284817
801260,20190403,0.1971718028114463
801260,20190404,0.4419926305493169
801260,20190408,0.21187398069852958
801260,20190409,0.2577098144446788
801270,20190402,0.9259055207456311
801270,20190403,0.25313901062813493
801270,20190404,0.612732316257115
801270,20190408,0.9822591591878704
801270,20190409,0.6930290686184944
801280,20190402,0.7566592253101225
801280,20190403,0.57099431935614
801280,20190404,0.49004682831815216
801280,20190408,0.26255820317458534
801280,20190409,0.5637761598603082
801300,20190402,0.9195920076536637
801300,20190403,0.5029469619145736
801300,20190404,0.010753678179016624
801300,20190408,0.45238558601291123
801300,20190409,0.22047041094413278
801710,20190402,0.5822863225484846
801710,20190403,0.16130699778167001
801710,20190404,0.3684403004274047
801710,20190408,0.23918339649741827
801710,20190409,0.7291256396588599
801720,20190402,0.8382135303737308
801720,20190403,0.6979658786334167
801720,20190404,0.8054530991561439
801720,20190408,0.6518333205799068
801720,20190409,0.09885769808836875
801730,20190402,0.630325091750366
801730,20190403,0.4767039588317753
801730,20190404,0.1471263484161397
801730,20190408,0.8792078399707767
801730,20190409,0.9114471879970069
801740,20190402,0.4534533864842981
801740,20190403,0.9992260415906907
801740,20190404,0.4403446415378718
801740,20190408,0.11904975910009352
801740,20190409,0.17519439786931634
801750,20190402,0.07508572177984096
801750,20190403,0.716562068223116
801750,20190404,0.5323709193911753
801750,20190408,0.9926799597637458
801750,20190409,0.654994566902776
801760,20190402,0.6659444498985102
801760,20190403,0.5044685906989832
801760,20190404,0.4024723013469468
801760,20190408,0.17282362633535076
801760,20190409,0.47678684006733885
801770,20190402,0.9556874094565635
801770,20190403,0.761559482266137
801770,20190404,0.18177545472262446
801770,20190408,0.10811359347876615
801770,20190409,0.5960784283096763
801780,20190402,0.6708346411069215
801780,20190403,0.3293350201712554
801780,20190404,0.00027837792513085713
801780,20190408,0.2789862634007053
801780,20190409,0.3687150466734316
801790,20190402,0.21661184297167713
801790,20190403,0.47527936657560543
801790,20190404,0.8305049671018834
801790,20190408,0.12200771150507972
801790,20190409,0.2832952890187673
801880,20190402,0.9299113813735458
801880,20190403,0.46324410851212794
801880,20190404,0.15312813853535023
801880,20190408,0.48110023249559264
801880,20190409,0.3151161878478551
801890,20190402,0.6326649395674478
801890,20190403,0.44830189267510545
801890,20190404,0.3263818456630878
801890,20190408,0.5174288288131321
801890,20190409,0.9419522288778772
802600,20190402,0.3645647173394634
802600,20190403,0.03798840225276445
802600,20190404,0.07555651450156853
802600,20190408,0.31915070949233293
802600,20190409,0.8074585885004469
