ts_code,trade_date,p
801010,20190529,0.7707013
801010,20190530,0.3654325
801010,20190531,0.78164303
801010,20190603,0.737373
801010,20190604,0.6074299
801020,20190529,0.52278405
801020,20190530,0.39939627
801020,20190531,0.7288868
801020,20190603,0.6464284
801020,20190604,0.30948046
801030,20190529,0.6377994
801030,20190530,0.39010748
801030,20190531,0.74283993
801030,20190603,0.8327454
801030,20190604,0.4533944
801040,20190529,0.62240344
801040,20190530,0.24642535
801040,20190531,0.67130595
801040,20190603,0.7331153
801040,20190604,0.29315224
801050,20190529,0.7005521
801050,20190530,0.11122362
801050,20190531,0.76900893
801050,20190603,0.8024356
801050,20190604,0.2542097
801080,20190529,0.68419504
801080,20190530,0.35065085
801080,20190531,0.60669076
801080,20190603,0.8264434
801080,20190604,0.3121294
801110,20190529,0.5157127
801110,20190530,0.11880066
801110,20190531,0.72444135
801110,20190603,0.69238484
801110,20190604,0.41071528
801120,20190529,0.09072471
801120,20190530,0.14769325
801120,20190531,0.7089159
801120,20190603,0.57099944
801120,20190604,0.401735
801130,20190529,0.7296456
801130,20190530,0.13169566
801130,20190531,0.6609727
801130,20190603,0.7760464
801130,20190604,0.32561135
801140,20190529,0.6277176
801140,20190530,0.22408266
801140,20190531,0.7805883
801140,20190603,0.83234155
801140,20190604,0.4251794
801150,20190529,0.33990398
801150,20190530,0.2541613
801150,20190531,0.76112396
801150,20190603,0.7008432
801150,20190604,0.34690207
801160,20190529,0.58346015
801160,20190530,0.38312802
801160,20190531,0.6941323
801160,20190603,0.6518575
801160,20190604,0.22226581
801170,20190529,0.4090739
801170,20190530,0.2770563
801170,20190531,0.7207763
801170,20190603,0.71965975
801170,20190604,0.56978476
801180,20190529,0.2638197
801180,20190530,0.15867473
801180,20190531,0.8226153
801180,20190603,0.615845
801180,20190604,0.4514082
801200,20190529,0.5073673
801200,20190530,0.25842646
801200,20190531,0.7471563
801200,20190603,0.69000757
801200,20190604,0.43581858
801210,20190529,0.60186994
801210,20190530,0.26167265
801210,20190531,0.35013524
801210,20190603,0.6652131
801210,20190604,0.20053354
801230,20190529,0.64497185
801230,20190530,0.4838098
801230,20190531,0.7989756
801230,20190603,0.8419612
801230,20190604,0.2814836
801250,20190529,0.6428411
801250,20190530,0.3267246
801250,20190531,0.7407788
801250,20190603,0.8624259
801250,20190604,0.27274993
801260,20190529,0.28360364
801260,20190530,0.20470595
801260,20190531,0.6475868
801260,20190603,0.71319675
801260,20190604,0.48940325
801270,20190529,0.6655075
801270,20190530,0.25837362
801270,20190531,0.7650753
801270,20190603,0.82924986
801270,20190604,0.24162772
801280,20190529,0.25390792
801280,20190530,0.2056917
801280,20190531,0.7165458
801280,20190603,0.63012636
801280,20190604,0.32680005
801300,20190529,0.19397351
801300,20190530,0.25189805
801300,20190531,0.61697054
801300,20190603,0.72108203
801300,20190604,0.45613128
801710,20190529,0.6197564
801710,20190530,0.092809156
801710,20190531,0.7175287
801710,20190603,0.54057723
801710,20190604,0.4147788
801720,20190529,0.5715065
801720,20190530,0.15979598
801720,20190531,0.64779127
801720,20190603,0.71464825
801720,20190604,0.27642804
801730,20190529,0.73660123
801730,20190530,0.2937162
801730,20190531,0.65884894
801730,20190603,0.75766695
801730,20190604,0.22375989
801740,20190529,0.51734763
801740,20190530,0.283803
801740,20190531,0.45929408
801740,20190603,0.6522743
801740,20190604,0.4058926
801750,20190529,0.7882287
801750,20190530,0.15895882
801750,20190531,0.6921066
801750,20190603,0.73236454
801750,20190604,0.38888168
801760,20190529,0.54453117
801760,20190530,0.4420959
801760,20190531,0.6046675
801760,20190603,0.7522957
801760,20190604,0.42848855
801770,20190529,0.72734463
801770,20190530,0.38003865
801770,20190531,0.7939368
801770,20190603,0.82281476
801770,20190604,0.3852963
801780,20190529,0.17019413
801780,20190530,0.29115278
801780,20190531,0.5359085
801780,20190603,0.47348762
801780,20190604,0.43244606
801790,20190529,0.1756151
801790,20190530,0.14403392
801790,20190531,0.6470915
801790,20190603,0.60120356
801790,20190604,0.4466071
801880,20190529,0.5399105
801880,20190530,0.3613662
801880,20190531,0.709914
801880,20190603,0.761408
801880,20190604,0.5046455
801890,20190529,0.50488603
801890,20190530,0.29185283
801890,20190531,0.5854287
801890,20190603,0.7840944
801890,20190604,0.319997
802600,20190529,0.6435469
802600,20190530,0.25628
802600,20190531,0.7147726
802600,20190603,0.829288
802600,20190604,0.24132371
