ts_code,trade_date,p
801010,20190402,0.7455829
801010,20190403,0.6498806
801010,20190404,0.4914803
801010,20190408,0.5202264
801010,20190409,0.56471694
801020,20190402,0.66955394
801020,20190403,0.46290794
801020,20190404,0.5245743
801020,20190408,0.4870116
801020,20190409,0.53892124
801030,20190402,0.67854863
801030,20190403,0.57405555
801030,20190404,0.5593622
801030,20190408,0.54749453
801030,20190409,0.5435082
801040,20190402,0.6067437
801040,20190403,0.42901236
801040,20190404,0.48483124
801040,20190408,0.47747236
801040,20190409,0.5598666
801050,20190402,0.61791503
801050,20190403,0.5604746
801050,20190404,0.49638224
801050,20190408,0.526307
801050,20190409,0.522929
801080,20190402,0.695925
801080,20190403,0.6089492
801080,20190404,0.5594379
801080,20190408,0.54861915
801080,20190409,0.42009863
801110,20190402,0.57394356
801110,20190403,0.5194489
801110,20190404,0.48690587
801110,20190408,0.5275857
801110,20190409,0.5609447
801120,20190402,0.5529896
801120,20190403,0.48045674
801120,20190404,0.4972763
801120,20190408,0.47100607
801120,20190409,0.5442616
801130,20190402,0.7020224
801130,20190403,0.5517206
801130,20190404,0.4765161
801130,20190408,0.574529
801130,20190409,0.5272711
801140,20190402,0.69451946
801140,20190403,0.5984004
801140,20190404,0.5601966
801140,20190408,0.5156785
801140,20190409,0.51519525
801150,20190402,0.6262811
801150,20190403,0.5046487
801150,20190404,0.492196
801150,20190408,0.46970734
801150,20190409,0.5217672
801160,20190402,0.6666944
801160,20190403,0.5874627
801160,20190404,0.48400506
801160,20190408,0.53537154
801160,20190409,0.50366044
801170,20190402,0.6418404
801170,20190403,0.51754194
801170,20190404,0.5044137
801170,20190408,0.5487042
801170,20190409,0.51315606
801180,20190402,0.59786665
801180,20190403,0.5657823
801180,20190404,0.49470368
801180,20190408,0.5863329
801180,20190409,0.5648415
801200,20190402,0.6331089
801200,20190403,0.54687375
801200,20190404,0.48576698
801200,20190408,0.5295309
801200,20190409,0.5576683
801210,20190402,0.63970965
801210,20190403,0.47948122
801210,20190404,0.47847027
801210,20190408,0.48722258
801210,20190409,0.558643
801230,20190402,0.68121517
801230,20190403,0.5821168
801230,20190404,0.5439538
801230,20190408,0.49830112
801230,20190409,0.43784913
801250,20190402,0.6789657
801250,20190403,0.57337105
801250,20190404,0.5632455
801250,20190408,0.5592431
801250,20190409,0.45915946
801260,20190402,0.64865774
801260,20190403,0.50071853
801260,20190404,0.49006337
801260,20190408,0.52042466
801260,20190409,0.54870665
801270,20190402,0.6722208
801270,20190403,0.5676471
801270,20190404,0.5437473
801270,20190408,0.5565449
801270,20190409,0.52524656
801280,20190402,0.6413954
801280,20190403,0.55743104
801280,20190404,0.5542446
801280,20190408,0.5103322
801280,20190409,0.5298318
801300,20190402,0.65334207
801300,20190403,0.5152556
801300,20190404,0.5520153
801300,20190408,0.5295623
801300,20190409,0.5718721
801710,20190402,0.6563796
801710,20190403,0.45814738
801710,20190404,0.52112997
801710,20190408,0.49642867
801710,20190409,0.5171238
801720,20190402,0.63243926
801720,20190403,0.5735796
801720,20190404,0.48161703
801720,20190408,0.57575977
801720,20190409,0.5514523
801730,20190402,0.69004935
801730,20190403,0.5298368
801730,20190404,0.53277653
801730,20190408,0.58742696
801730,20190409,0.45925388
801740,20190402,0.6868769
801740,20190403,0.5444745
801740,20190404,0.52894557
801740,20190408,0.5439806
801740,20190409,0.49506932
801750,20190402,0.66669136
801750,20190403,0.52483356
801750,20190404,0.49237418
801750,20190408,0.5535211
801750,20190409,0.39995566
801760,20190402,0.6907303
801760,20190403,0.517122
801760,20190404,0.50573516
801760,20190408,0.50195295
801760,20190409,0.5236074
801770,20190402,0.7076586
801770,20190403,0.51017714
801770,20190404,0.48672017
801770,20190408,0.48436794
801770,20190409,0.53985995
801780,20190402,0.5718341
801780,20190403,0.47772855
801780,20190404,0.5299159
801780,20190408,0.4483745
801780,20190409,0.52842313
801790,20190402,0.59617573
801790,20190403,0.51695603
801790,20190404,0.5672647
801790,20190408,0.4765072
801790,20190409,0.5922685
801880,20190402,0.6325153
801880,20190403,0.5918377
801880,20190404,0.47811264
801880,20190408,0.529837
801880,20190409,0.46613947
801890,20190402,0.69287574
801890,20190403,0.5441731
801890,20190404,0.55025214
801890,20190408,0.56225073
801890,20190409,0.5149148
802600,20190402,0.6671525
802600,20190403,0.5651724
802600,20190404,0.52019566
802600,20190408,0.5430714
802600,20190409,0.4548901
