ts_code,trade_date,p
801010,20190402,0.7719448
801010,20190403,0.7366042
801010,20190404,0.59043044
801010,20190408,0.4507216
801010,20190409,0.57873064
801020,20190402,0.6527325
801020,20190403,0.64027435
801020,20190404,0.5549018
801020,20190408,0.4868099
801020,20190409,0.6358702
801030,20190402,0.6655363
801030,20190403,0.58930135
801030,20190404,0.52047884
801030,20190408,0.50613886
801030,20190409,0.559414
801040,20190402,0.6683646
801040,20190403,0.5798858
801040,20190404,0.5324135
801040,20190408,0.49363494
801040,20190409,0.645468
801050,20190402,0.6445605
801050,20190403,0.6351858
801050,20190404,0.4795037
801050,20190408,0.49479762
801050,20190409,0.5287717
801080,20190402,0.70582056
801080,20190403,0.6738216
801080,20190404,0.56000125
801080,20190408,0.4942482
801080,20190409,0.5447634
801110,20190402,0.58505625
801110,20190403,0.5813187
801110,20190404,0.49625283
801110,20190408,0.46265912
801110,20190409,0.5873646
801120,20190402,0.5765131
801120,20190403,0.5609101
801120,20190404,0.45552152
801120,20190408,0.436268
801120,20190409,0.6434627
801130,20190402,0.6480133
801130,20190403,0.64592624
801130,20190404,0.5648351
801130,20190408,0.54879224
801130,20190409,0.55213124
801140,20190402,0.6974564
801140,20190403,0.59847265
801140,20190404,0.595701
801140,20190408,0.4893256
801140,20190409,0.48868576
801150,20190402,0.6332838
801150,20190403,0.46618232
801150,20190404,0.4597187
801150,20190408,0.42024106
801150,20190409,0.57267535
801160,20190402,0.7132081
801160,20190403,0.6780573
801160,20190404,0.5422738
801160,20190408,0.49340296
801160,20190409,0.5472913
801170,20190402,0.6808845
801170,20190403,0.6330096
801170,20190404,0.5588595
801170,20190408,0.5506109
801170,20190409,0.569438
801180,20190402,0.62203664
801180,20190403,0.6372807
801180,20190404,0.54588825
801180,20190408,0.57035446
801180,20190409,0.62825555
801200,20190402,0.58173305
801200,20190403,0.6844184
801200,20190404,0.5932418
801200,20190408,0.43557104
801200,20190409,0.49064294
801210,20190402,0.6023295
801210,20190403,0.541936
801210,20190404,0.54573226
801210,20190408,0.44341952
801210,20190409,0.61498517
801230,20190402,0.70933324
801230,20190403,0.63701487
801230,20190404,0.52069855
801230,20190408,0.5434212
801230,20190409,0.52299756
801250,20190402,0.6629346
801250,20190403,0.64540505
801250,20190404,0.5513692
801250,20190408,0.492764
801250,20190409,0.50825423
801260,20190402,0.65317786
801260,20190403,0.5402206
801260,20190404,0.553995
801260,20190408,0.4534077
801260,20190409,0.6334771
801270,20190402,0.6815321
801270,20190403,0.63430476
801270,20190404,0.52533156
801270,20190408,0.50563633
801270,20190409,0.58605087
801280,20190402,0.6703787
801280,20190403,0.6289593
801280,20190404,0.62447006
801280,20190408,0.49795064
801280,20190409,0.58762443
801300,20190402,0.6543708
801300,20190403,0.5896622
801300,20190404,0.60026085
801300,20190408,0.5064479
801300,20190409,0.6700818
801710,20190402,0.66319185
801710,20190403,0.5418773
801710,20190404,0.5644818
801710,20190408,0.48198453
801710,20190409,0.57071435
801720,20190402,0.66600764
801720,20190403,0.6215094
801720,20190404,0.52126753
801720,20190408,0.45982766
801720,20190409,0.62071085
801730,20190402,0.6389991
801730,20190403,0.62901413
801730,20190404,0.48504108
801730,20190408,0.50457925
801730,20190409,0.5108279
801740,20190402,0.7035257
801740,20190403,0.68021744
801740,20190404,0.49219912
801740,20190408,0.53577405
801740,20190409,0.56364334
801750,20190402,0.7368888
801750,20190403,0.6513773
801750,20190404,0.54231167
801750,20190408,0.46548337
801750,20190409,0.4928648
801760,20190402,0.7395636
801760,20190403,0.61854297
801760,20190404,0.5469419
801760,20190408,0.4630669
801760,20190409,0.5597924
801770,20190402,0.678624
801770,20190403,0.6627599
801770,20190404,0.514887
801770,20190408,0.44939026
801770,20190409,0.5189122
801780,20190402,0.53562766
801780,20190403,0.5906461
801780,20190404,0.5550308
801780,20190408,0.55603904
801780,20190409,0.64843136
801790,20190402,0.6381194
801790,20190403,0.6038464
801790,20190404,0.6129769
801790,20190408,0.532634
801790,20190409,0.63044596
801880,20190402,0.659724
801880,20190403,0.60925907
801880,20190404,0.5294771
801880,20190408,0.46323436
801880,20190409,0.5554451
801890,20190402,0.6995121
801890,20190403,0.65376484
801890,20190404,0.5687219
801890,20190408,0.48544508
801890,20190409,0.5319499
802600,20190402,0.6673642
802600,20190403,0.6285101
802600,20190404,0.5342433
802600,20190408,0.4704392
802600,20190409,0.49720734
