ts_code,trade_date,p
801010,20190402,0.7014401
801010,20190403,0.6895333
801010,20190404,0.6045815
801010,20190408,0.4723401
801010,20190409,0.537374
801020,20190402,0.62095654
801020,20190403,0.55991584
801020,20190404,0.5087194
801020,20190408,0.47564602
801020,20190409,0.56860125
801030,20190402,0.6595392
801030,20190403,0.5743004
801030,20190404,0.5718662
801030,20190408,0.5285729
801030,20190409,0.56389445
801040,20190402,0.5940174
801040,20190403,0.54015845
801040,20190404,0.43919912
801040,20190408,0.4642528
801040,20190409,0.5356811
801050,20190402,0.5527367
801050,20190403,0.56045943
801050,20190404,0.55768704
801050,20190408,0.47249165
801050,20190409,0.47825202
801080,20190402,0.69155633
801080,20190403,0.6095823
801080,20190404,0.5819918
801080,20190408,0.45641288
801080,20190409,0.48383704
801110,20190402,0.58805627
801110,20190403,0.5065617
801110,20190404,0.49769768
801110,20190408,0.51711315
801110,20190409,0.50309
801120,20190402,0.5217446
801120,20190403,0.49051896
801120,20190404,0.46840507
801120,20190408,0.42270803
801120,20190409,0.56559455
801130,20190402,0.6471548
801130,20190403,0.5798114
801130,20190404,0.48810554
801130,20190408,0.55305153
801130,20190409,0.5680812
801140,20190402,0.70357484
801140,20190403,0.5878087
801140,20190404,0.5087387
801140,20190408,0.52755916
801140,20190409,0.49805564
801150,20190402,0.58432513
801150,20190403,0.48371035
801150,20190404,0.47023803
801150,20190408,0.43677706
801150,20190409,0.52636683
801160,20190402,0.6784865
801160,20190403,0.6105155
801160,20190404,0.48769337
801160,20190408,0.47585383
801160,20190409,0.46297646
801170,20190402,0.65767723
801170,20190403,0.55621827
801170,20190404,0.46983546
801170,20190408,0.52374
801170,20190409,0.48835954
801180,20190402,0.5640499
801180,20190403,0.58764184
801180,20190404,0.4835352
801180,20190408,0.5615133
801180,20190409,0.50914955
801200,20190402,0.5612286
801200,20190403,0.6117565
801200,20190404,0.511902
801200,20190408,0.46818867
801200,20190409,0.5294328
801210,20190402,0.57013464
801210,20190403,0.52302325
801210,20190404,0.49582538
801210,20190408,0.4560811
801210,20190409,0.59238076
801230,20190402,0.68322957
801230,20190403,0.59660465
801230,20190404,0.50584954
801230,20190408,0.5024093
801230,20190409,0.4898676
801250,20190402,0.6473006
801250,20190403,0.611061
801250,20190404,0.55150807
801250,20190408,0.47242546
801250,20190409,0.4810701
801260,20190402,0.6354781
801260,20190403,0.5287162
801260,20190404,0.5080702
801260,20190408,0.4744765
801260,20190409,0.5758919
801270,20190402,0.6464868
801270,20190403,0.58342534
801270,20190404,0.56935054
801270,20190408,0.5123962
801270,20190409,0.5273868
801280,20190402,0.6115791
801280,20190403,0.5536297
801280,20190404,0.55820763
801280,20190408,0.46428698
801280,20190409,0.49335164
801300,20190402,0.6116205
801300,20190403,0.5385873
801300,20190404,0.54466903
801300,20190408,0.45064563
801300,20190409,0.5590026
801710,20190402,0.6383823
801710,20190403,0.5186063
801710,20190404,0.5522391
801710,20190408,0.4852615
801710,20190409,0.55829704
801720,20190402,0.60043037
801720,20190403,0.5992753
801720,20190404,0.50323975
801720,20190408,0.48826736
801720,20190409,0.522982
801730,20190402,0.6287158
801730,20190403,0.5521387
801730,20190404,0.4884418
801730,20190408,0.47794405
801730,20190409,0.48609668
801740,20190402,0.6748991
801740,20190403,0.6063053
801740,20190404,0.4748141
801740,20190408,0.5013069
801740,20190409,0.54131234
801750,20190402,0.6767429
801750,20190403,0.56367
801750,20190404,0.5417017
801750,20190408,0.45334858
801750,20190409,0.49124068
801760,20190402,0.69157904
801760,20190403,0.5283964
801760,20190404,0.5500802
801760,20190408,0.48155975
801760,20190409,0.49589443
801770,20190402,0.67849445
801770,20190403,0.60794544
801770,20190404,0.53743804
801770,20190408,0.4384759
801770,20190409,0.5180648
801780,20190402,0.48422688
801780,20190403,0.5105351
801780,20190404,0.4865377
801780,20190408,0.4429949
801780,20190409,0.53280073
801790,20190402,0.6115211
801790,20190403,0.5343698
801790,20190404,0.5761284
801790,20190408,0.45006713
801790,20190409,0.5318445
801880,20190402,0.62586
801880,20190403,0.5933707
801880,20190404,0.520738
801880,20190408,0.4713498
801880,20190409,0.47187138
801890,20190402,0.69466615
801890,20190403,0.5911926
801890,20190404,0.5557486
801890,20190408,0.5252496
801890,20190409,0.5210587
802600,20190402,0.6423333
802600,20190403,0.59055406
802600,20190404,0.52811074
802600,20190408,0.46837074
802600,20190409,0.49279127
