ts_code,trade_date,p
801010,20190402,0.9944984692769596
801010,20190403,0.8138313262481021
801010,20190404,0.7893971589163178
801010,20190408,0.4991956137834289
801010,20190409,0.5073644140920047
801020,20190402,0.9093849511690306
801020,20190403,0.42281146622564164
801020,20190404,0.7589757533777443
801020,20190408,0.4268600349654232
801020,20190409,0.5970090864932007
801030,20190402,0.9358366531971468
801030,20190403,0.610113238383182
801030,20190404,0.5963143146831316
801030,20190408,0.574122300261043
801030,20190409,0.44661726412547986
801040,20190402,0.8909746256666953
801040,20190403,0.5105789877865847
801040,20190404,0.5212648772783657
801040,20190408,0.3106019891610482
801040,20190409,0.6501894339531104
801050,20190402,0.949473040962077
801050,20190403,0.6530873790121536
801050,20190404,0.4411069313765325
801050,20190408,0.5466810906704944
801050,20190409,0.29850343119519057
801080,20190402,0.8910992948732132
801080,20190403,0.7840041787471448
801080,20190404,0.7294840484798538
801080,20190408,0.5911104723560134
801080,20190409,0.16624308168343047
801110,20190402,0.5982146548929913
801110,20190403,0.27817435468263363
801110,20190404,0.3458559566487314
801110,20190408,0.5191590965425144
801110,20190409,0.6294400501240622
801120,20190402,0.6154643328670572
801120,20190403,0.41893036277846185
801120,20190404,0.2463550356787687
801120,20190408,0.39061083499245697
801120,20190409,0.5780438082725506
801130,20190402,0.9905793826286967
801130,20190403,0.8030410921422984
801130,20190404,0.5843562897000302
801130,20190408,0.8481339452951484
801130,20190409,0.6995216552348535
801140,20190402,0.9755905411997698
801140,20190403,0.698566642151713
801140,20190404,0.8739272052511303
801140,20190408,0.7324971041975021
801140,20190409,0.49701871364009964
801150,20190402,0.7596936198145781
801150,20190403,0.2652622269985109
801150,20190404,0.4400711434962816
801150,20190408,0.3260777384686966
801150,20190409,0.43060557936695415
801160,20190402,0.9713447741032895
801160,20190403,0.8415533367801145
801160,20190404,0.6375431464519552
801160,20190408,0.5736422662383799
801160,20190409,0.24289600315950408
801170,20190402,0.9626398335418077
801170,20190403,0.6342660594021647
801170,20190404,0.5386368001324361
801170,20190408,0.7095257077102601
801170,20190409,0.2970291954335361
801180,20190402,0.42563764817630484
801180,20190403,0.4350516914347244
801180,20190404,0.45562931619186353
801180,20190408,0.8319774270671294
801180,20190409,0.5776683864360452
801200,20190402,0.7826576362960557
801200,20190403,0.7240530349712386
801200,20190404,0.7179207885449607
801200,20190408,0.7216562204581731
801200,20190409,0.512476584851911
801210,20190402,0.9275915412008311
801210,20190403,0.5980100840535203
801210,20190404,0.3206639002948168
801210,20190408,0.6468813411117934
801210,20190409,0.7271870250362837
801230,20190402,0.9736511713446123
801230,20190403,0.8160176995957789
801230,20190404,0.8689524018535932
801230,20190408,0.7708251162955464
801230,20190409,0.2297247959069177
801250,20190402,0.8367268995232626
801250,20190403,0.661879442499832
801250,20190404,0.6256988593942798
801250,20190408,0.7473220620693258
801250,20190409,0.22717714121165647
801260,20190402,0.8286027658611161
801260,20190403,0.3938459344456215
801260,20190404,0.3224974178457005
801260,20190408,0.3621402708613021
801260,20190409,0.5711314255721559
801270,20190402,0.9348671980746819
801270,20190403,0.5909967705619608
801270,20190404,0.6030063818739059
801270,20190408,0.7404323212007666
801270,20190409,0.2561351217314717
801280,20190402,0.6314496589777299
801280,20190403,0.36835632931756035
801280,20190404,0.5350605072633087
801280,20190408,0.3817411211999082
801280,20190409,0.2705939176288216
801300,20190402,0.8551333437645947
801300,20190403,0.2737961385334483
801300,20190404,0.5483984752487581
801300,20190408,0.2553553656652462
801300,20190409,0.7101592472680421
801710,20190402,0.8561595548738609
801710,20190403,0.34960369412587405
801710,20190404,0.7387897802416081
801710,20190408,0.38833630742185904
801710,20190409,0.5893077092365279
801720,20190402,0.8766142486526262
801720,20190403,0.5914242763338056
801720,20190404,0.6326033915489193
801720,20190408,0.5623135303360647
801720,20190409,0.263248118556689
801730,20190402,0.8754333255862268
801730,20190403,0.6057020577110973
801730,20190404,0.6537009695952938
801730,20190408,0.7896348231945909
801730,20190409,0.1954903571277232
801740,20190402,0.9728511334260208
801740,20190403,0.8813789238788647
801740,20190404,0.667047303225643
801740,20190408,0.5529071312112521
801740,20190409,0.5322933293847897
801750,20190402,0.9414340254447001
801750,20190403,0.3282355540662808
801750,20190404,0.4112401624096321
801750,20190408,0.6168263579740729
801750,20190409,0.11764276864995796
801760,20190402,0.9411387389298251
801760,20190403,0.7926618931696515
801760,20190404,0.5033961198163681
801760,20190408,0.41993541959878034
801760,20190409,0.35231612888217856
801770,20190402,0.7884044067903176
801770,20190403,0.5985412523271858
801770,20190404,0.6089161283969003
801770,20190408,0.5020711548380385
801770,20190409,0.2066655582203094
801780,20190402,0.6153397091405847
801780,20190403,0.3253534967396934
801780,20190404,0.3532788478691794
801780,20190408,0.13423269508292446
801780,20190409,0.387733889541669
801790,20190402,0.5855252659905288
801790,20190403,0.18096289477699673
801790,20190404,0.5131639491325547
801790,20190408,0.11170780840259524
801790,20190409,0.42752684369714566
801880,20190402,0.7384767551391767
801880,20190403,0.6237504213467504
801880,20190404,0.4826339104664096
801880,20190408,0.5622306301778918
801880,20190409,0.38469930509421196
801890,20190402,0.9656015851352218
801890,20190403,0.7403051932355249
801890,20190404,0.8113456522537345
801890,20190408,0.6593447746945742
801890,20190409,0.4306674720749152
802600,20190402,0.8690676476306173
802600,20190403,0.7167622135859336
802600,20190404,0.613734598799802
802600,20190408,0.7262627077756998
802600,20190409,0.2306881618275717
