ts_code,trade_date,p
801010,20190402,0.75415915
801010,20190403,0.714832
801010,20190404,0.5690339
801010,20190408,0.33503276
801010,20190409,0.49055758
801020,20190402,0.6704556
801020,20190403,0.5518658
801020,20190404,0.42416567
801020,20190408,0.43724388
801020,20190409,0.4474965
801030,20190402,0.7179725
801030,20190403,0.54857403
801030,20190404,0.511745
801030,20190408,0.51408327
801030,20190409,0.44033512
801040,20190402,0.64578855
801040,20190403,0.5146326
801040,20190404,0.33995104
801040,20190408,0.40375742
801040,20190409,0.43428406
801050,20190402,0.6115218
801050,20190403,0.4934035
801050,20190404,0.47838134
801050,20190408,0.4378325
801050,20190409,0.35353953
801080,20190402,0.69587755
801080,20190403,0.59709704
801080,20190404,0.627427
801080,20190408,0.38391232
801080,20190409,0.35231194
801110,20190402,0.6073086
801110,20190403,0.42455643
801110,20190404,0.43670955
801110,20190408,0.42013007
801110,20190409,0.4045787
801120,20190402,0.53012675
801120,20190403,0.4183752
801120,20190404,0.37044603
801120,20190408,0.27716613
801120,20190409,0.5114729
801130,20190402,0.71887064
801130,20190403,0.5687524
801130,20190404,0.3803706
801130,20190408,0.5202452
801130,20190409,0.50172454
801140,20190402,0.7449948
801140,20190403,0.5185498
801140,20190404,0.46435934
801140,20190408,0.5061152
801140,20190409,0.3815059
801150,20190402,0.6134059
801150,20190403,0.3720284
801150,20190404,0.41487432
801150,20190408,0.30520347
801150,20190409,0.48139104
801160,20190402,0.716102
801160,20190403,0.5640961
801160,20190404,0.40650448
801160,20190408,0.39664268
801160,20190409,0.3194111
801170,20190402,0.71164286
801170,20190403,0.53998905
801170,20190404,0.40442762
801170,20190408,0.49423376
801170,20190409,0.33432716
801180,20190402,0.57120895
801180,20190403,0.55242664
801180,20190404,0.44082347
801180,20190408,0.52709156
801180,20190409,0.40065566
801200,20190402,0.53013694
801200,20190403,0.5318269
801200,20190404,0.39582804
801200,20190408,0.3965371
801200,20190409,0.41776913
801210,20190402,0.57782805
801210,20190403,0.4664324
801210,20190404,0.39364225
801210,20190408,0.39189005
801210,20190409,0.49319124
801230,20190402,0.7541541
801230,20190403,0.5827703
801230,20190404,0.4268767
801230,20190408,0.4645974
801230,20190409,0.36671162
801250,20190402,0.6287497
801250,20190403,0.56068265
801250,20190404,0.5491445
801250,20190408,0.3923145
801250,20190409,0.3570406
801260,20190402,0.6170551
801260,20190403,0.45050645
801260,20190404,0.47277308
801260,20190408,0.34481418
801260,20190409,0.5547411
801270,20190402,0.6996356
801270,20190403,0.5173465
801270,20190404,0.47629458
801270,20190408,0.4665075
801270,20190409,0.37696916
801280,20190402,0.6164696
801280,20190403,0.47522908
801280,20190404,0.526488
801280,20190408,0.3983273
801280,20190409,0.35284567
801300,20190402,0.6299171
801300,20190403,0.45785898
801300,20190404,0.50191844
801300,20190408,0.3747121
801300,20190409,0.45865497
801710,20190402,0.6620658
801710,20190403,0.46400768
801710,20190404,0.5094587
801710,20190408,0.4017573
801710,20190409,0.44139132
801720,20190402,0.6011666
801720,20190403,0.52455014
801720,20190404,0.4237403
801720,20190408,0.39275295
801720,20190409,0.39179572
801730,20190402,0.61092246
801730,20190403,0.50606513
801730,20190404,0.4036824
801730,20190408,0.39650226
801730,20190409,0.33212525
801740,20190402,0.6885235
801740,20190403,0.6196111
801740,20190404,0.3281625
801740,20190408,0.41526976
801740,20190409,0.43493247
801750,20190402,0.7105162
801750,20190403,0.54043686
801750,20190404,0.5618373
801750,20190408,0.3648951
801750,20190409,0.3543364
801760,20190402,0.70916516
801760,20190403,0.44620776
801760,20190404,0.52765477
801760,20190408,0.37619105
801760,20190409,0.38076597
801770,20190402,0.6949763
801770,20190403,0.572434
801770,20190404,0.5170249
801770,20190408,0.35716382
801770,20190409,0.3623666
801780,20190402,0.44061548
801780,20190403,0.4044865
801780,20190404,0.4128731
801780,20190408,0.3295706
801780,20190409,0.43388072
801790,20190402,0.57666576
801790,20190403,0.43510675
801790,20190404,0.58857214
801790,20190408,0.33768076
801790,20190409,0.4619313
801880,20190402,0.609875
801880,20190403,0.54278004
801880,20190404,0.49628514
801880,20190408,0.3940929
801880,20190409,0.33595505
801890,20190402,0.71957105
801890,20190403,0.568133
801890,20190404,0.5086366
801890,20190408,0.47877055
801890,20190409,0.40282568
802600,20190402,0.6194072
802600,20190403,0.5395945
802600,20190404,0.4854862
802600,20190408,0.39288735
802600,20190409,0.3769287
