ts_code,trade_date,p
801010,20190402,0.054935038744937215
801010,20190403,0.3117132623134402
801010,20190404,0.6086625806158418
801010,20190408,0.2599099962484902
801010,20190409,0.2422188569057
801020,20190402,0.28502471295115384
801020,20190403,0.7652071103477689
801020,20190404,0.010815624417407577
801020,20190408,0.1842279901617766
801020,20190409,0.9840780882691149
801030,20190402,0.33294006906969564
801030,20190403,0.6188182384524332
801030,20190404,0.42447074939157636
801030,20190408,0.347074330158861
801030,20190409,0.745332461248993
801040,20190402,0.8788752858616796
801040,20190403,0.1567554684473188
801040,20190404,0.8885916257215729
801040,20190408,0.1403853547518631
801040,20190409,0.23339833925135411
801050,20190402,0.8507952354984841
801050,20190403,0.48783263678578426
801050,20190404,0.6249353838701751
801050,20190408,0.17483175682961416
801050,20190409,0.8558899065310223
801080,20190402,0.8188453835880225
801080,20190403,0.5004582811259864
801080,20190404,0.057493101736732055
801080,20190408,0.3933401607143282
801080,20190409,0.8435397778554145
801110,20190402,0.9022598441783299
801110,20190403,0.4609018108667674
801110,20190404,0.6261096711487829
801110,20190408,0.36382101311912696
801110,20190409,0.3913220166142961
801120,20190402,0.18149164465723067
801120,20190403,0.7943449628569246
801120,20190404,0.4542797534546955
801120,20190408,0.4918313041609641
801120,20190409,0.5412241363617458
801130,20190402,0.14178955343266408
801130,20190403,0.4880029774171034
801130,20190404,0.39200459793596265
801130,20190408,0.3993615685639528
801130,20190409,0.5077805305605564
801140,20190402,0.4767627194725229
801140,20190403,0.016278542095119253
801140,20190404,0.9197306966535178
801140,20190408,0.3411064819408781
801140,20190409,0.4926057222313531
801150,20190402,0.044881439703970516
801150,20190403,0.6814773786625167
801150,20190404,0.9686891495033588
801150,20190408,0.9071535435593011
801150,20190409,0.3317661955554819
801160,20190402,0.5100360798062852
801160,20190403,0.4124494892418389
801160,20190404,0.01707917103388512
801160,20190408,0.6347531598358425
801160,20190409,0.45785092297564034
801170,20190402,0.4388868056228
801170,20190403,0.3757813831757352
801170,20190404,0.2384068490502268
801170,20190408,0.32360062106623666
801170,20190409,0.02581060081771036
801180,20190402,0.3694232975448747
801180,20190403,0.018913041350850035
801180,20190404,0.2532375419162204
801180,20190408,0.8970642925905389
801180,20190409,0.3661981125507733
801200,20190402,0.88190527840472
801200,20190403,0.9831841730698533
801200,20190404,0.9525615349088979
801200,20190408,0.29400993558754407
801200,20190409,0.3595072402068834
801210,20190402,0.8113249981258247
801210,20190403,0.8631035589317946
801210,20190404,0.36531113137678484
801210,20190408,0.46611861679763733
801210,20190409,0.2171172602806477
801230,20190402,0.3357955213629953
801230,20190403,0.08740551028492649
801230,20190404,0.7684124724073482
801230,20190408,0.6573468411643241
801230,20190409,0.7990380831055683
801250,20190402,0.8570104461781995
801250,20190403,0.5477477276643088
801250,20190404,0.4452691148243084
801250,20190408,0.12160905089716001
801250,20190409,0.31971473853825694
801260,20190402,0.12122977570312232
801260,20190403,0.21239288209465046
801260,20190404,0.22160624127541595
801260,20190408,0.8117758113570517
801260,20190409,0.7002572515247569
801270,20190402,0.9558720831620632
801270,20190403,0.020442058538086005
801270,20190404,0.5380225558836609
801270,20190408,0.7757481940058084
801270,20190409,0.08015352830941735
801280,20190402,0.8558558805571365
801280,20190403,0.7244137346257433
801280,20190404,0.8386141937926729
801280,20190408,0.7886409300776401
801280,20190409,0.714308170640878
801300,20190402,0.6518837357249366
801300,20190403,0.2769606934442924
801300,20190404,0.589017525213081
801300,20190408,0.367833357112064
801300,20190409,0.740021792323786
801710,20190402,0.38138008799909784
801710,20190403,0.8909895600347837
801710,20190404,0.7743403353177063
801710,20190408,0.9599228262346023
801710,20190409,0.6734170567786062
801720,20190402,0.34769426533251413
801720,20190403,0.7155731169293981
801720,20190404,0.301015522290359
801720,20190408,0.28811210617125205
801720,20190409,0.6655752420897316
801730,20190402,0.06600712284963284
801730,20190403,0.015000066341349094
801730,20190404,0.333125959522363
801730,20190408,0.3399427047791017
801730,20190409,0.8678176661655715
801740,20190402,0.989197783408524
801740,20190403,0.4650747590875295
801740,20190404,0.6572468682384626
801740,20190408,0.3768022868356914
801740,20190409,0.18090813470737233
801750,20190402,0.5259526527647237
801750,20190403,0.2659571187077642
801750,20190404,0.957311253507839
801750,20190408,0.2645557189857406
801750,20190409,0.0861002843325388
801760,20190402,0.6128281344028107
801760,20190403,0.5245082110206598
801760,20190404,0.45604048382593354
801760,20190408,0.7493769984792807
801760,20190409,0.5001936756469345
801770,20190402,0.5650225163001054
801770,20190403,0.47397066821739897
801770,20190404,0.24281565310683972
801770,20190408,0.45317552855610843
801770,20190409,0.7706388240767564
801780,20190402,0.30357812303336973
801780,20190403,0.7534818077468797
801780,20190404,0.9744973537656669
801780,20190408,0.8130665343796571
801780,20190409,0.28285013364919853
801790,20190402,0.4948495792201746
801790,20190403,0.23185120239264734
801790,20190404,0.4477782247151181
801790,20190408,0.1956582024391884
801790,20190409,0.24473173873969045
801880,20190402,0.07367068601145921
801880,20190403,0.3742275554093588
801880,20190404,0.9075399649311424
801880,20190408,0.19515807042407918
801880,20190409,0.8781208356469581
801890,20190402,0.4707544414638718
801890,20190403,0.6033551279930186
801890,20190404,0.39178886333528595
801890,20190408,0.9524343775034317
801890,20190409,0.894170243921163
802600,20190402,0.5226140662497176
802600,20190403,0.917632619062061
802600,20190404,0.8167637869239781
802600,20190408,0.7971310719760034
802600,20190409,0.8726860410615374
