ts_code,trade_date,p
801010,20190515,0.5587145
801010,20190516,0.3098797
801010,20190517,0.66804326
801010,20190520,0.72630566
801010,20190521,0.39154923
801020,20190515,0.739962
801020,20190516,0.34476057
801020,20190517,0.41403922
801020,20190520,0.48080865
801020,20190521,0.34096843
801030,20190515,0.55342066
801030,20190516,0.26688677
801030,20190517,0.5172728
801030,20190520,0.5619382
801030,20190521,0.5422684
801040,20190515,0.6700865
801040,20190516,0.36458272
801040,20190517,0.4325896
801040,20190520,0.52620685
801040,20190521,0.63330233
801050,20190515,0.5735111
801050,20190516,0.6734893
801050,20190517,0.55613786
801050,20190520,0.58302677
801050,20190521,0.28976867
801080,20190515,0.41192168
801080,20190516,0.5474638
801080,20190517,0.449593
801080,20190520,0.78510714
801080,20190521,0.43377104
801110,20190515,0.77072763
801110,20190516,0.47200045
801110,20190517,0.29541975
801110,20190520,0.53336054
801110,20190521,0.539364
801120,20190515,0.39955658
801120,20190516,0.14000902
801120,20190517,0.56743324
801120,20190520,0.4729515
801120,20190521,0.50322866
801130,20190515,0.54315704
801130,20190516,0.40642238
801130,20190517,0.6936014
801130,20190520,0.46434575
801130,20190521,0.470762
801140,20190515,0.5748946
801140,20190516,0.6200183
801140,20190517,0.48019582
801140,20190520,0.52316964
801140,20190521,0.40369263
801150,20190515,0.5886796
801150,20190516,0.2772954
801150,20190517,0.5384164
801150,20190520,0.4749938
801150,20190521,0.53350717
801160,20190515,0.57249105
801160,20190516,0.40091577
801160,20190517,0.5193368
801160,20190520,0.5419963
801160,20190521,0.28950924
801170,20190515,0.392922
801170,20190516,0.37857398
801170,20190517,0.5782456
801170,20190520,0.41369286
801170,20190521,0.48377848
801180,20190515,0.59942514
801180,20190516,0.43441552
801180,20190517,0.45246905
801180,20190520,0.43787223
801180,20190521,0.52349615
801200,20190515,0.6785487
801200,20190516,0.4566517
801200,20190517,0.55197406
801200,20190520,0.6528923
801200,20190521,0.53934026
801210,20190515,0.50947315
801210,20190516,0.26335323
801210,20190517,0.47269326
801210,20190520,0.6752099
801210,20190521,0.44736332
801230,20190515,0.70899326
801230,20190516,0.65311205
801230,20190517,0.7228011
801230,20190520,0.57012326
801230,20190521,0.37319678
801250,20190515,0.56940687
801250,20190516,0.48188776
801250,20190517,0.62485534
801250,20190520,0.63819075
801250,20190521,0.40015563
801260,20190515,0.63193166
801260,20190516,0.22317994
801260,20190517,0.44619536
801260,20190520,0.600456
801260,20190521,0.5781765
801270,20190515,0.70574737
801270,20190516,0.36218295
801270,20190517,0.46862474
801270,20190520,0.5369116
801270,20190521,0.515299
801280,20190515,0.5601507
801280,20190516,0.40639725
801280,20190517,0.42435056
801280,20190520,0.5680612
801280,20190521,0.38985664
801300,20190515,0.6486198
801300,20190516,0.38347736
801300,20190517,0.35059604
801300,20190520,0.5444695
801300,20190521,0.54167444
801710,20190515,0.45513064
801710,20190516,0.49849337
801710,20190517,0.5081095
801710,20190520,0.53571105
801710,20190521,0.49179888
801720,20190515,0.68359125
801720,20190516,0.24888806
801720,20190517,0.4315036
801720,20190520,0.58238786
801720,20190521,0.3263411
801730,20190515,0.49890512
801730,20190516,0.355565
801730,20190517,0.6860745
801730,20190520,0.6314442
801730,20190521,0.2369245
801740,20190515,0.43292204
801740,20190516,0.44440192
801740,20190517,0.5531289
801740,20190520,0.5858385
801740,20190521,0.41716093
801750,20190515,0.23503444
801750,20190516,0.5676092
801750,20190517,0.7880029
801750,20190520,0.72982055
801750,20190521,0.2507105
801760,20190515,0.34731945
801760,20190516,0.37627977
801760,20190517,0.53552884
801760,20190520,0.24905717
801760,20190521,0.25979543
801770,20190515,0.38876075
801770,20190516,0.65708125
801770,20190517,0.4943947
801770,20190520,0.7200105
801770,20190521,0.2594343
801780,20190515,0.61041415
801780,20190516,0.52819055
801780,20190517,0.50844073
801780,20190520,0.5538257
801780,20190521,0.32064158
801790,20190515,0.5956579
801790,20190516,0.5684493
801790,20190517,0.43089312
801790,20190520,0.6636885
801790,20190521,0.4685099
801880,20190515,0.48902053
801880,20190516,0.31966344
801880,20190517,0.6574448
801880,20190520,0.63739693
801880,20190521,0.3862962
801890,20190515,0.58379793
801890,20190516,0.29885843
801890,20190517,0.4521195
801890,20190520,0.520578
801890,20190521,0.41857958
802600,20190515,0.49079457
802600,20190516,0.4632224
802600,20190517,0.6100583
802600,20190520,0.60531884
802600,20190521,0.3555708
