ts_code,trade_date,p
801010,20190402,0.944196606278142
801010,20190403,0.6068939845723655
801010,20190404,0.738925709130205
801010,20190408,0.7379656197044079
801010,20190409,0.8343409747435911
801020,20190402,0.8624733674713271
801020,20190403,0.22916000011951612
801020,20190404,0.3967613596202319
801020,20190408,0.1352874830595522
801020,20190409,0.511590203055514
801030,20190402,0.7713169249421686
801030,20190403,0.0914462768924769
801030,20190404,0.7488081585827536
801030,20190408,0.39190227479881146
801030,20190409,0.3891485251103453
801040,20190402,0.8629694510561958
801040,20190403,0.2452242137201972
801040,20190404,0.24763491946351968
801040,20190408,0.15813734638911722
801040,20190409,0.6125618969444272
801050,20190402,0.7636076156388192
801050,20190403,0.4406963896267168
801050,20190404,0.817445385342855
801050,20190408,0.13894032718176996
801050,20190409,0.6156828563554152
801080,20190402,0.9156266371613466
801080,20190403,0.5690560122258866
801080,20190404,0.8013287592157298
801080,20190408,0.5014087860739705
801080,20190409,0.5204597774206632
801110,20190402,0.4099041367346751
801110,20190403,0.05106983333283036
801110,20190404,0.3641110768620721
801110,20190408,0.29901067132333126
801110,20190409,0.36318378047255584
801120,20190402,0.3039042965592075
801120,20190403,0.19932901539328698
801120,20190404,0.3346637621461155
801120,20190408,0.32979757483896294
801120,20190409,0.8502569089412694
801130,20190402,0.7892552094563909
801130,20190403,0.10990135081710808
801130,20190404,0.667469994616905
801130,20190408,0.631378441294043
801130,20190409,0.3269558509948701
801140,20190402,0.8034995932904024
801140,20190403,0.0859756632861732
801140,20190404,0.8355948258971242
801140,20190408,0.5270432826968456
801140,20190409,0.47849890518092975
801150,20190402,0.568461919834879
801150,20190403,0.04377052562238413
801150,20190404,0.45442647513990864
801150,20190408,0.20489135779770223
801150,20190409,0.6503847587917326
801160,20190402,0.8865975752848545
801160,20190403,0.384153635518084
801160,20190404,0.7002344431343068
801160,20190408,0.2984908790645173
801160,20190409,0.4296335277324923
801170,20190402,0.8185396724418073
801170,20190403,0.25008456507571636
801170,20190404,0.6198763371451533
801170,20190408,0.3256940726401802
801170,20190409,0.3952948845725661
801180,20190402,0.6822641314961423
801180,20190403,0.13138415711129123
801180,20190404,0.6707592465762692
801180,20190408,0.24697589025558409
801180,20190409,0.5019547600684937
801200,20190402,0.7419848094590469
801200,20190403,0.283704942898814
801200,20190404,0.6373369319255364
801200,20190408,0.2912389827814176
801200,20190409,0.31075552673769
801210,20190402,0.7530625455619976
801210,20190403,0.1267882686096852
801210,20190404,0.6051890928997838
801210,20190408,0.41789800548574274
801210,20190409,0.6554716085931214
801230,20190402,0.9311683312992329
801230,20190403,0.2185892069526855
801230,20190404,0.847268162617641
801230,20190408,0.3295011138107472
801230,20190409,0.7383645731737205
801250,20190402,0.7463925043419947
801250,20190403,0.36478192588044855
801250,20190404,0.8171670866343229
801250,20190408,0.24594511440561098
801250,20190409,0.5207379788860755
801260,20190402,0.8138255021432037
801260,20190403,0.08876103779729264
801260,20190404,0.5339039170435259
801260,20190408,0.23350632801904975
801260,20190409,0.6886007976398436
801270,20190402,0.876017051785683
801270,20190403,0.20547571430149483
801270,20190404,0.7407769262585571
801270,20190408,0.3450240196696871
801270,20190409,0.4502964256374766
801280,20190402,0.8863947531038683
801280,20190403,0.28000910195038037
801280,20190404,0.7793642978868307
801280,20190408,0.17528154977337138
801280,20190409,0.6591458857349307
801300,20190402,0.9365505512757764
801300,20190403,0.17947368322021615
801300,20190404,0.521229361438707
801300,20190408,0.2252154937969002
801300,20190409,0.7898709297757904
801710,20190402,0.767193596954525
801710,20190403,0.09848712960798553
801710,20190404,0.8123305795757181
801710,20190408,0.23537984788699196
801710,20190409,0.376095678778137
801720,20190402,0.8723616580340898
801720,20190403,0.33180449753054797
801720,20190404,0.5194528556335939
801720,20190408,0.25638892868188445
801720,20190409,0.6553899229995871
801730,20190402,0.7640059286462978
801730,20190403,0.3985830244902782
801730,20190404,0.8444309829782238
801730,20190408,0.2162970785388561
801730,20190409,0.541543239475329
801740,20190402,0.5904814832661673
801740,20190403,0.5104946885634994
801740,20190404,0.7819257791908234
801740,20190408,0.4403240688789653
801740,20190409,0.619268771656941
801750,20190402,0.9760135879303931
801750,20190403,0.7200102371879957
801750,20190404,0.6769643761673876
801750,20190408,0.6330884026241679
801750,20190409,0.5086547534166728
801760,20190402,0.9018855428396165
801760,20190403,0.30721497326909797
801760,20190404,0.6100801068357298
801760,20190408,0.26379712091152074
801760,20190409,0.6697413485906937
801770,20190402,0.6790087472627386
801770,20190403,0.4411337445278697
801770,20190404,0.7062622353273317
801770,20190408,0.2889013259698715
801770,20190409,0.4046707288694099
801780,20190402,0.5379383714779867
801780,20190403,0.07414541094063828
801780,20190404,0.29261186968717384
801780,20190408,0.1803796078344569
801780,20190409,0.6551396054931212
801790,20190402,0.805106062357501
801790,20190403,0.3716580166084823
801790,20190404,0.6997140472160426
801790,20190408,0.25515692644467125
801790,20190409,0.9199452687828422
801880,20190402,0.7905384818567804
801880,20190403,0.5067703378322876
801880,20190404,0.6843507730616005
801880,20190408,0.3151310320936142
801880,20190409,0.4200968914687976
801890,20190402,0.8967785036050271
801890,20190403,0.3119681437726646
801890,20190404,0.774558345071328
801890,20190408,0.3914932348260306
801890,20190409,0.70182756420617
802600,20190402,0.841763020325495
802600,20190403,0.3117721065672769
802600,20190404,0.7614603231735233
802600,20190408,0.20113932586013283
802600,20190409,0.5250110756735273
